barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,tamano_promedio_hogar,educacion_ratio_publico_privado,ranking_infraestructura,percentil_infraestructura
BELLA VISTA OESTE,-0.2224,-0.214,-0.1914,0.0146,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.578,-0.3574,-0.2838,0.3244,0.1013,-0.4469,-0.7611,-0.4167,-0.2758,-0.705,0.031,-1.1726,-0.4943,-0.2968,0.2968,-1.011,-31.4325822240742,-64.2076232592013,0.2847,-0.7304,442,-1.3648
BETANIA,-0.1898,-0.2426,0.0907,1.4825,-0.5499,-0.6587,-0.3168,-0.4858,-0.1014,-0.3864,-0.4545,-0.2838,4.3989,0.189,-0.4469,-0.7611,-0.4167,-0.2758,-0.2708,1.844,-1.1726,-0.4943,-0.2968,0.2968,-0.7296,-31.4568137138722,-64.0910018817445,1.5139,-0.7304,382,-0.9422
BH_CAMINO A 60 CUADRAS,-0.2649,-0.2745,0.2736,2.8211,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,0.3244,-0.0266,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,0.1204,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4988602721623,-64.1435230251151,0.9599,-0.7304,469,-1.6419
BIALET MASSE,-0.17,-0.1816,-0.2523,-0.3187,-0.5499,-0.6587,-0.3168,1.9142,-0.1939,-0.3864,0.2916,-0.2838,0.3244,0.2396,-0.4469,-0.7611,2.2011,-0.2758,-0.3813,-0.0546,-1.1726,2.0231,-0.2968,0.2968,0.0553,-31.4525117900242,-64.1651467142123,0.4579,-0.7304,178,0.4885
BOEDO,-0.0559,-0.1948,0.769,3.8972,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.578,-0.315,-0.2838,0.3244,0.4893,-0.4469,-0.7611,-0.4167,-0.2758,-0.6958,-0.1824,-1.1726,-0.4943,-0.2968,0.2968,-1.005,-31.4319549557882,-64.1081671999376,2.466,-0.7304,441,-1.3578
BRIGADIER SAN MARTIN,-0.487,-0.3966,-0.4048,-0.9179,0.4372,1.0758,-0.3168,-0.4858,1.9327,-0.0031,-0.2846,-0.2838,3.0407,-1.235,-0.4469,2.8306,-0.4167,-0.2758,2.6411,6.7976,0.8528,-0.4943,-0.2968,0.2968,2.9471,-31.3411226022524,-64.2394604532514,-1.3426,2.0507,6,1.6766
CABANA DEL PILAR,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,0.0835,0.7634,0.1945,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,2.6411,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,1.1571,-31.4422675134741,-64.167683330608,-1.3426,-0.7304,59,1.2921
CABO FARINA,0.3246,0.2051,0.7995,1.2468,-0.5499,-0.6587,-0.3168,1.9142,-0.2864,-0.0031,0.3401,-0.2838,-1.0337,1.0465,-0.4469,-0.7611,0.7827,-0.2758,-0.7725,-0.6477,-1.1726,2.0231,-0.2968,0.2968,-0.6625,-31.46548795914475,-64.20747572478724,0.4405,-0.7304,366,-0.8313
CACERES,-0.4123,-0.3702,-0.2447,0.5837,-0.1551,0.0351,-0.3168,-0.4858,-0.1014,-0.1947,-0.1633,2.8315,-1.0337,-0.6592,-0.4469,0.9512,-0.4167,3.9761,0.7126,-0.6477,0.8528,-0.4943,3.369,0.2968,1.3573,-31.4334534441777,-64.1995556046831,0.4405,0.382,51,1.3753
CALIFORNIA,-0.4671,-0.3966,-0.3133,0.1458,-0.3525,-0.3118,-0.3168,-0.4858,-0.2864,0.7634,-0.1209,-0.2838,-1.0337,-1.0472,-0.4469,0.4876,-0.4167,-0.2758,1.0041,-0.6477,0.8528,-0.4943,-0.2968,0.2968,0.7184,-31.4512195238216,-64.2049114948959,-0.477,-0.1742,95,1.0704
CAMINO A SAN CARLOS,-0.3629,-0.3328,0.0373,2.3353,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.4012,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.498433296585,-64.1602009421762,0.4752,-0.7304,469,-1.6419
CAMINO A VILLA POSSE,-0.487,-0.3966,-0.3667,-0.4747,-0.1551,0.0351,-0.3168,-0.4858,-0.6562,-0.578,-0.5455,-0.2838,0.3244,-1.235,-0.4469,2.2298,-0.4167,-0.2758,0.1864,1.8341,0.8528,-0.4943,-0.2968,0.2968,1.0567,-31.4454314028892,-64.1016340990286,-1.3426,0.382,73,1.2194
CAMPING GRL SAN MARTIN,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,0.3244,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,1.8341,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3643753189019,-64.2618877279315,-1.3426,-0.7304,469,-1.6419
CARBO,-0.2989,-0.2894,-0.1837,0.3834,-0.5499,-0.6587,-0.3168,1.9142,1.9327,-0.1947,-0.4545,-0.2838,1.6826,-0.1422,-0.4469,-0.7611,3.2291,-0.2758,2.3588,1.0709,-1.1726,2.0231,-0.2968,0.2968,2.1675,-31.481475590577,-64.2062215826798,0.6656,-0.7304,27,1.545
CAROLA LORENZINI,-0.487,-0.3966,-0.3819,-0.652,-0.5499,-0.6587,-0.3168,-0.4858,-0.3788,0.3802,-0.4848,-0.2838,0.3244,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,1.1069,1.8341,-1.1726,-0.4943,-0.2968,0.2968,0.1633,-31.4287913300171,-64.2143267353581,-1.3426,-0.7304,156,0.634
CARRARA,-0.487,-0.3966,-0.3209,0.0571,-0.5499,-0.6587,-0.3168,1.9142,-0.1014,-0.3864,-0.4909,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,3.2291,-0.2758,2.0274,-0.6477,-1.1726,2.0231,-0.2968,0.2968,1.9528,-31.4539727871905,-64.2571015075561,-1.3426,-0.7304,30,1.5207
CASEROS,-0.2884,-0.1662,-0.359,-0.746,-0.3525,-0.3118,-0.3168,-0.4858,-0.1014,-0.0031,-0.5333,-0.2838,-1.0337,-0.1051,-0.4469,-0.2601,-0.4167,-0.2758,-0.0161,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.3151,-31.4142417872261,-64.2082520348117,-1.4811,-0.1742,254,-0.0484
CENTRO,5.0317,7.4268,3.9247,-0.2194,7.3468,5.9325,7.1864,-0.4858,10.0692,11.4949,8.0616,2.8315,1.6826,2.9235,1.5134,0.3007,-0.4167,0.6791,-0.3874,-0.5596,0.8528,-0.4943,3.369,0.2968,-0.1422,-31.4178042932322,-64.1834500355127,-2.2774,-0.2298,218,0.2079
CENTRO AMERICA,0.5149,0.4053,-0.1304,-0.5332,0.4372,1.0758,-0.3168,-0.4858,0.4533,-0.3864,1.4562,-0.2838,0.3244,1.2425,-0.4469,-0.0882,-0.4167,-0.2758,-0.5976,-0.4231,0.8528,-0.4943,-0.2968,0.2968,-0.6061,-31.3711168685116,-64.169598089564,0.0943,2.0507,335,-0.6131
CERRO CHICO,-0.0449,0.0539,-0.359,-0.8133,-0.5499,-0.6587,-0.3168,-0.4858,1.2855,0.3802,0.055,-0.2838,-1.0337,0.5099,-0.4469,-0.7611,-0.4167,-0.2758,0.369,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.3151,-31.3661094460602,-64.2218998049562,-1.0483,-0.7304,254,-0.0484
CERRO DE LAS ROSAS,0.5982,0.5627,-0.3819,-0.8914,3.201,1.0758,4.6853,-0.4858,-0.009,1.1467,1.3227,2.8315,0.3244,1.3179,2.3049,1.6241,-0.4167,3.9761,-0.7571,-0.4392,0.8528,-0.4943,3.369,0.2968,0.7399,-31.3721205657055,-64.2338114049795,-0.3731,-0.5302,93,1.0843
CERRO NORTE,0.484,0.2904,0.4413,0.4401,-0.1551,0.0351,-0.3168,-0.4858,0.5458,-0.3864,0.1096,-0.2838,-1.0337,1.2137,-0.4469,-0.4845,-0.4167,-0.2758,-0.5562,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.7769,-31.3209690442071,-64.2768733858269,0.7522,0.382,391,-1.0045
CERVECEROS,0.189,0.0951,-0.2752,-0.6432,0.4372,1.0758,-0.3168,1.9142,-0.009,-0.3864,-0.133,-0.2838,0.3244,0.8804,-0.4469,0.196,0.9908,-0.2758,-0.6068,-0.3288,0.8528,2.0231,-0.2968,0.2968,-0.0102,-31.4645962351559,-64.1590022913468,0.4925,2.0507,192,0.388
CHATEAU CARRERAS,-0.2631,-0.2239,-0.3819,-0.8151,1.6217,0.7289,2.1843,-0.4858,0.3609,-0.0031,0.14,2.8315,-1.0337,-0.0215,1.9278,2.8306,-0.4167,3.9761,0.3766,-0.6477,0.8528,-0.4943,3.369,0.2968,2.0763,-31.3816923685587,-64.2552177396363,-0.2,-0.4134,29,1.5311
CIRCUNVALACION,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,0.3609,2.6798,-0.5455,-0.2838,0.3244,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,2.6411,1.8341,-1.1726,-0.4943,-0.2968,0.2968,1.1571,-31.41451436457093,-64.20343550824263,-1.3426,-0.7304,59,1.2921
CIUDAD AMPLIACION CABILDO,-0.07,-0.1893,0.3041,1.94,-0.1551,0.0351,-0.3168,-0.4858,-0.5637,-0.3864,-0.5455,2.8315,3.0407,0.4614,-0.4469,-0.1854,-0.4167,3.9761,-0.7449,0.788,0.8528,-0.4943,3.369,0.2968,-0.1535,-31.4849199270226,-64.2274587118079,2.1025,0.382,219,0.201
CIUDAD AMPLIACION FERREYRA,-0.487,-0.3966,-0.4048,-0.9179,0.2398,0.7289,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,0.3244,-1.235,-0.4469,2.8306,-0.4167,-0.2758,-1.0409,1.8341,0.8528,-0.4943,-0.2968,-3.369,0.5606,-31.4735017733638,-64.1192198232826,-1.3426,1.4945,108,0.9665
CIUDAD DE JUAN PABLO II,-0.1633,-0.203,-0.0618,0.527,0.2398,0.7289,-0.3168,-0.4858,-0.8411,-0.578,-0.5273,-0.2838,0.3244,0.2561,-0.4469,0.6446,-0.4167,-0.2758,-0.8967,-0.0633,0.8528,-0.4943,-0.2968,0.2968,-0.4349,-31.3635208249505,-64.1578281757511,0.9945,1.4945,296,-0.3394
CIUDAD DE LAS ARTES,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.1939,0.1885,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,1.7206,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.5606,-31.4372589847956,-64.1749362785875,-1.3426,-0.7304,108,0.9665
CIUDAD DE LOS CUARTETOS,-0.1475,-0.2377,0.1135,1.5481,-0.1551,0.0351,-0.3168,-0.4858,-0.4713,-0.578,-0.5455,2.8315,1.6826,0.2932,-0.4469,-0.0807,-0.4167,3.9761,-0.6237,0.4778,0.8528,-0.4943,3.369,0.2968,-0.023,-31.3566522536983,-64.1303859488957,2.1371,0.382,196,0.3603
CIUDAD DE MIS SUENOS,-0.1589,-0.2256,0.2431,2.0304,0.6346,1.4227,-0.3168,-0.4858,-0.2864,-0.578,-0.5455,2.8315,-1.0337,0.2664,-0.4469,1.325,-0.4167,3.9761,-0.4687,-0.6477,0.8528,-0.4943,3.369,0.2968,0.778,-31.4778174582913,-64.086363859368,1.6004,2.6069,88,1.1189
CIUDAD EVITA,-0.0563,-0.1557,0.3193,1.7219,0.0424,0.382,-0.3168,-0.4858,-0.3788,-0.3864,-0.5455,2.8315,0.3244,0.4883,-0.4469,0.0838,-0.4167,3.9761,-0.6375,-0.1811,0.8528,-0.4943,3.369,0.2968,0.05,-31.4484079521651,-64.1087832676033,1.5485,0.9382,180,0.4746
CIUDAD MI ESPERANZA,-0.2894,-0.3147,-0.0237,1.6226,-0.3525,-0.3118,-0.3168,-0.4858,-0.6562,-0.578,-0.5455,-0.2838,0.3244,-0.1082,-0.4469,-0.2601,-0.4167,-0.2758,-0.6298,0.1837,0.8528,-0.4943,-0.2968,0.2968,-0.713,-31.4039224720164,-64.0647579740385,1.7389,-0.1742,379,-0.9214
CIUDAD OBISPO ANGELELLI,-0.2224,-0.285,0.2126,2.6456,0.4372,1.0758,-0.3168,-0.4858,0.9156,-0.3864,-0.5455,-0.2838,0.3244,0.1013,-0.4469,1.2876,-0.4167,-0.2758,0.7218,0.031,0.8528,-0.4943,-0.2968,0.2968,0.9343,-31.5051491986518,-64.1937646299897,2.189,2.0507,77,1.1951
CIUDAD PARQUE LAS ROSAS,-0.3107,-0.3279,-0.2066,0.5004,-0.5499,-0.6587,-0.3168,-0.4858,-0.5637,-0.3864,-0.5455,2.8315,0.3244,-0.1856,-0.4469,-0.7611,-0.4167,3.9761,-0.4871,0.2482,-1.1726,-0.4943,3.369,0.2968,-0.2732,-31.4488199161473,-64.2411054061895,1.7043,-0.7304,245,0.0174
CIUDAD UNIVERSITARIA,-0.487,-0.3966,-0.4048,-0.9179,1.4243,2.1165,0.3978,-0.4858,6.0934,3.2547,-0.2968,-0.2838,-1.0337,-1.235,0.2999,2.8306,-0.4167,-0.2758,2.6411,-0.6477,0.8528,-0.4943,-0.2968,0.2968,2.9471,-31.4381745010519,-64.1885056254328,-1.3426,1.4945,6,1.6766
CIUDAD VILLA RETIRO,-0.3073,-0.3328,0.0297,2.2803,-0.1551,0.0351,-0.3168,-0.4858,-0.4713,-0.3864,-0.5455,-0.2838,-1.0337,-0.1732,-0.4469,0.3081,-0.4167,-0.2758,-0.3843,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.2706,-31.3475166725032,-64.1404442766924,2.0159,0.382,243,0.0312
CIUDADELA,-0.2993,-0.2487,-0.3286,-0.5403,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.1947,0.1278,-0.2838,-1.0337,-0.1443,-0.4469,-0.7611,-0.4167,-0.2758,-0.616,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.9535,-31.4460153622855,-64.2017866497851,-0.3558,-0.7304,435,-1.3163
CLAROS DEL BOSQUE,-0.487,-0.3966,-0.3667,-0.4747,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.1947,-0.5151,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.1864,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.4338,-31.456977552863,-64.1501328655991,-1.3426,-0.7304,288,-0.3082
COFICO,-0.487,-0.3966,-0.3972,-0.8293,0.2398,0.7289,-0.3168,-0.4858,2.3025,3.4463,-0.5333,-0.2838,0.3244,-1.235,-0.4469,2.8306,-0.4167,-0.2758,2.6411,1.8341,0.8528,-0.4943,-0.2968,0.2968,2.9471,-31.4031901115249,-64.1852851395368,-1.3426,1.4945,6,1.6766
COLINAS DE BELLA VISTA,-0.4239,-0.3735,-0.3057,0.0341,-0.3525,-0.3118,-0.3168,1.9142,-0.4713,-0.3864,-0.4181,-0.2838,-1.0337,-0.7293,-0.4469,0.1511,3.2291,-0.2758,0.0851,-0.6477,0.8528,2.0231,-0.2968,0.2968,1.1485,-31.436452678148,-64.2085248637918,0.1809,-0.1742,68,1.2575
COLINAS DE VELEZ SARSFIELD,-0.2595,-0.1871,-0.3743,-0.7956,0.2398,-0.3118,0.7551,-0.4858,0.6382,0.9551,1.3773,-0.2838,0.3244,-0.0101,2.3535,1.0633,-0.4167,-0.2758,0.6405,0.108,0.8528,-0.4943,-0.2968,0.2968,0.77,-31.4381468762996,-64.1990623202613,-0.7713,-0.5469,89,1.112
COLINAS DEL CERRO,-0.1356,-0.1359,-0.199,-0.207,0.2398,0.7289,-0.3168,-0.4858,-0.009,-0.1947,1.2742,-0.2838,-1.0337,0.3211,-0.4469,0.5624,-0.4167,-0.2758,-0.2953,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.0864,-31.3794775140737,-64.2425945373611,0.1462,1.4945,209,0.2702
COLON,0.1828,0.1859,-0.1761,-0.496,1.6217,1.0758,1.827,-0.4858,0.0835,-0.0031,1.159,-0.2838,0.3244,0.8721,1.588,1.3699,-0.4167,-0.2758,-0.5638,-0.3263,0.8528,-0.4943,-0.2968,0.2968,0.1423,-31.436618122344,-64.1545306231643,-0.3558,-0.2688,161,0.6062
COLONIA LOLA,1.2897,0.7959,1.8209,1.268,-0.3525,-0.3118,-0.3168,1.9142,-1.026,-0.7696,-0.4787,-0.2838,0.3244,1.7915,-0.4469,-0.6789,0.1638,-0.2758,-1.0409,-0.5162,0.8528,2.0231,-0.2968,-3.369,-0.9981,-31.41369840274715,-64.1166371703697,1.2196,-0.1742,439,-1.344
COMANDANTE ESPORA,-0.2744,-0.2316,-0.3286,-0.5634,-0.5499,-0.6587,-0.3168,-0.4858,-0.1014,-0.1947,-0.4241,-0.2838,0.3244,-0.0576,-0.4469,-0.7611,-0.4167,-0.2758,-0.0621,0.144,-1.1726,-0.4943,-0.2968,0.2968,-0.5949,-31.4172008300048,-64.2239801087424,-0.2519,-0.7304,333,-0.5992
COMERCIAL,0.7233,0.4284,1.234,1.3248,-0.1551,0.0351,-0.3168,-0.4858,-0.5637,-0.578,-0.321,2.8315,-1.0337,1.4211,-0.4469,-0.5368,-0.4167,3.8711,-0.9244,-0.6477,0.8528,-0.4943,3.369,0.2968,-0.4595,-31.4888795374585,-64.2022362312717,1.0291,0.382,301,-0.3741
CONGRESO,-0.0818,-0.1453,-0.1075,0.1351,0.2398,0.7289,-0.3168,-0.4858,-0.1014,0.1885,0.0429,-0.2838,0.3244,0.4377,-0.4469,0.4203,-0.4167,-0.2758,-0.435,-0.1576,0.8528,-0.4943,-0.2968,0.2968,-0.2475,-31.4681013129692,-64.2358058990285,1.0118,1.4945,240,0.052
CONSORCIO 16 DE NOVIEMBRE,-0.4302,-0.3895,-0.3133,0.0802,0.6346,1.4227,-0.3168,4.3143,0.3609,-0.1947,-0.3756,-0.2838,3.0407,-0.7706,-0.4469,2.8306,3.2291,-0.2758,1.8909,4.095,0.8528,2.0231,-0.2968,0.2968,3.6537,-31.318339045152,-64.2568748329355,0.7175,2.6069,3,1.7147
CONSORCIO ESPERANZA,-0.487,-0.3966,-0.3819,-0.652,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.3864,-0.5212,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.8001,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.0359,-31.420751186944,-64.2343527594393,-1.3426,-0.7304,197,0.3395
COOPERATIVA 16 DE NOVIEMBRE,0.5442,0.2508,0.9215,1.323,-0.1551,0.0351,-0.3168,1.9142,-0.4713,-0.578,0.3037,-0.2838,0.3244,1.2694,-0.4469,-0.4994,0.5472,-0.2758,-0.8783,-0.4293,0.8528,2.0231,-0.2968,0.2968,-0.6775,-31.313277089012065,-64.26143287238966,1.4619,0.382,372,-0.8729
COOPERATIVA EL FUTURO,-0.487,-0.3966,-0.3133,0.1458,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.1204,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.6324,-31.4401823495232,-64.1081012779207,-1.3426,-0.7304,347,-0.7274
COOPERATIVA LA HERMOSA,-0.487,-0.3966,-0.2218,1.2095,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,0.3244,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,1.8341,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4387347588299,-64.108104347353,-1.3426,-0.7304,469,-1.6419
COOPERATIVA LA UNIDAD,-0.1643,-0.2272,-0.1609,0.199,-0.5499,-0.6587,-0.3168,-0.4858,-0.2864,-0.1947,-0.5455,-0.2838,0.3244,0.254,-0.4469,-0.7611,-0.4167,-0.2758,-0.4626,-0.062,-1.1726,-0.4943,-0.2968,0.2968,-0.8542,-31.4306306779508,-64.1128840395055,1.5485,-0.7304,420,-1.2124
CORDOBA IV,-0.487,-0.3966,-0.4048,-0.9179,-0.1551,-0.6587,0.3978,-0.4858,-0.6562,-0.578,-0.5455,-0.2838,-1.0337,-1.235,3.2869,2.2298,-0.4167,-0.2758,0.1864,-0.6477,0.8528,-0.4943,-0.2968,0.2968,1.0567,-31.3896498487242,-64.2635715412857,-1.3426,-0.7304,73,1.2194
CORDOBA V,-0.487,-0.3966,-0.3972,-0.8293,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.4273,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.8311,-31.3849544927415,-64.2624888179182,-1.3426,-0.7304,406,-1.1292
CORRAL DE PALOS,-0.3388,-0.3185,-0.2295,0.2752,-0.5499,-0.6587,-0.3168,-0.4858,-0.3788,-0.3864,-0.5455,-0.2838,0.3244,-0.296,-0.4469,-0.7611,-0.4167,-0.2758,-0.1772,0.35,-1.1726,-0.4943,-0.2968,0.2968,-0.6689,-31.4396411027469,-64.141051484461,0.631,-0.7304,368,-0.8452
COSTA VERDE,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,1.9142,-0.4713,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,3.2291,-0.2758,0.8001,-0.6477,-1.1726,2.0231,-0.2968,0.2968,1.1571,-31.3812221255911,-64.2504690018409,-1.3426,-0.7304,59,1.2921
COUNTRY ALTOS DEL CHATEAU,-0.3635,-0.368,-0.4048,-0.9179,-0.3525,-0.6587,0.0405,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.4043,3.2869,-0.0956,-0.4167,-0.2758,-1.0409,-0.6477,0.8528,-0.4943,-0.2968,-3.369,-0.8971,-31.374793804328448,-64.2668099528476,2.0159,-0.7304,430,-1.2782
COUNTRY BARRANCAS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.8001,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.0359,-31.3805061482489,-64.2462880530412,-1.3426,-0.7304,197,0.3395
COUNTRY CLUB,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.8001,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.0359,-31.4533364108918,-64.1872789853517,-1.3426,-0.7304,197,0.3395
COUNTRY FORTIN DEL POZO,-0.487,-0.3966,-0.359,-0.3861,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.7341,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0303,-31.4740206319748,-64.1757907577539,-1.3426,-0.7304,447,-1.4167
COUNTRY JOCKEY CLUB,-0.2768,-0.2982,-0.3514,-0.59,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.0659,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4634727942897,-64.1766590207414,1.4273,-0.7304,469,-1.6419
COUNTRY LA RESERVA,-0.4282,-0.3928,-0.3895,-0.746,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.7572,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3672636397445,-64.2683557873944,0.9772,-0.7304,469,-1.6419
COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.1939,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,1.7206,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.5606,-31.4773649782027,-64.1736761204654,-1.3426,-0.7304,108,0.9665
COUNTRY LAS DELICIAS,-0.432,-0.3895,-0.3895,-0.7513,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.783,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3619352535703,-64.2994579008155,0.631,-0.7304,469,-1.6419
COUNTRY LOMAS DE LA CAROLINA,-0.2734,-0.296,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.578,-0.5455,-0.2838,-1.0337,-0.0545,-0.4469,-0.7611,-0.4167,-0.2758,-0.8461,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.1028,-31.3556553169784,-64.3056209170965,1.4273,-0.7304,461,-1.4964
COUNTRY LOS ALGARROBOS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.1864,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.4338,-31.4833510004042,-64.2406895217807,-1.3426,-0.7304,288,-0.3082
COUNTRY LOS MIMBRES,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.1204,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.6324,-31.4933845474551,-64.1839627867177,-1.3426,-0.7304,347,-0.7274
COUNTRY RANCH CLUB,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.1204,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.6324,-31.4527198034093,-64.2191810889962,-1.3426,-0.7304,347,-0.7274
COUNTRY VALLE ESCONDIDO,0.7402,0.4934,-0.3438,-0.8399,-0.3525,-0.6587,0.0405,-0.4858,-0.7487,-0.578,-0.5455,-0.2838,-1.0337,1.4345,3.2869,-0.649,-0.4167,-0.2758,-0.9719,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-1.1285,-31.365093628436902,-64.280614112077,0.6656,-0.7304,464,-1.5172
