barrio,poblacion,hogares,nbi,pct_nbi,escuelas_municipales,escuelas_total,escuelas_estatales,escuelas_privadas,centros_salud,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,hogares_por_poblacion,densidad_hogares,escuelas_por_1000_hab,centros_salud_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_centro_salud,tiene_comisaria,tiene_transporte,infraestructura_score
VALLE DEL CERRO,701.0,216.0,0.0,0.0,0,1,0,1,0,5,2,65,0,1,0.308,0.308,1.43,0.0,0.0,7.13,14.27,1,0,0,1,0.2313
VASQUEZ,500.0,200.0,13.0,6.5,0,0,0,0,0,4,1,0,0,0,0.4,0.4,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481
VICOR,500.0,200.0,3.0,1.5,0,3,3,0,1,10,2,72,0,2,0.4,0.4,4.8035,6.656999999999986,0.0,20.0,40.0,1,1,0,1,0.9259
VILLA 4 DE AGOSTO,1620.0,329.0,81.0,24.62,0,0,0,0,1,4,1,0,0,0,0.203,0.203,0.0,6.17,0.0,2.47,0.0,0,1,0,1,0.2517
VILLA 9 DE JULIO,8712.0,2383.0,268.0,11.25,0,2,2,0,2,10,2,472,0,2,0.274,0.274,0.23,2.3,0.0,1.15,2.3,1,1,0,1,0.114
VILLA ADELA,3684.0,1088.0,56.0,5.15,0,10,8,2,1,14,3,278,0,1,0.295,0.295,2.71,2.71,0.0,3.8,2.71,1,1,0,1,0.3489
VILLA ALBERDI,2014.0,547.0,44.0,8.04,0,1,1,0,0,15,6,11,0,0,0.272,0.272,0.5,0.0,0.0,7.45,0.0,1,0,0,1,0.1727
VILLA ALBERTO,876.0,200.0,25.0,12.5,0,3,3,0,0,5,1,3,0,1,0.228,0.228,3.42,0.0,0.0,5.71,11.42,1,0,0,1,0.3431
VILLA ALICIA RISLER,3062.0,797.0,100.0,12.55,0,2,2,0,0,11,1,85,0,1,0.26,0.26,0.65,0.0,0.0,3.59,3.27,1,0,0,1,0.1116
VILLA ALLENDE PARQUE,5601.0,1512.0,138.0,9.13,0,3,3,0,1,29,3,85,0,1,0.27,0.27,0.54,1.79,0.0,5.18,1.79,1,1,0,1,0.1932
VILLA ARGENTINA,966.0,313.0,3.0,0.96,0,0,0,0,0,7,3,96,0,0,0.324,0.324,0.0,0.0,0.0,7.25,0.0,0,0,0,1,0.1343
VILLA ASPACIA,2319.0,607.0,43.0,7.08,0,0,0,0,0,8,2,52,0,1,0.262,0.262,0.0,0.0,0.0,3.45,4.31,0,0,0,1,0.0639
VILLA AVALOS,1364.0,350.0,88.0,25.14,0,0,0,0,0,0,0,17,0,2,0.257,0.257,0.0,0.0,0.0,0.0,14.66,0,0,0,0,0.0
VILLA AZALAIS,7680.0,2225.0,140.0,6.29,0,8,6,2,1,8,1,54,0,1,0.29,0.29,1.04,1.3,0.0,1.04,1.3,1,1,0,1,0.1348
VILLA AZALAIS ANEXO,500.0,200.0,13.0,6.5,0,0,0,0,0,2,2,0,0,0,0.4,0.4,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741
VILLA AZALAIS OESTE,1121.0,319.0,14.0,4.39,0,6,6,0,1,9,3,11,0,0,0.285,0.285,4.8035,6.656999999999986,0.0,8.03,0.0,1,1,0,1,0.7043
VILLA BELGRANO,5152.0,1554.0,24.0,1.54,0,10,2,8,0,16,3,417,0,0,0.302,0.302,1.94,0.0,0.0,3.11,0.0,1,0,0,1,0.1922
VILLA BUSTOS,2219.0,538.0,54.0,10.04,0,5,5,0,1,10,2,23,0,1,0.242,0.242,2.25,4.51,0.0,4.51,4.51,1,1,0,1,0.3902
VILLA CABRERA,6437.0,2336.0,28.0,1.2,0,8,4,4,0,15,13,755,0,1,0.363,0.363,1.24,0.0,0.0,2.33,1.55,1,0,0,1,0.1292
VILLA CENTENARIO,2331.0,847.0,13.0,1.53,0,3,3,0,0,3,9,17,0,0,0.363,0.363,1.29,0.0,0.0,1.29,0.0,1,0,0,1,0.1134
VILLA CLARET,500.0,200.0,4.0,2.0,0,1,0,1,0,11,4,11,0,0,0.4,0.4,2.0,0.0,0.0,22.0,0.0,1,0,0,1,0.5462
VILLA CLAUDINA,500.0,200.0,6.0,3.0,0,3,3,0,0,9,2,0,0,0,0.4,0.4,4.8035,0.0,0.0,18.0,0.0,1,0,0,1,0.6667
VILLA CORINA,4622.0,1373.0,78.0,5.68,0,7,1,6,0,15,2,38,0,1,0.297,0.297,1.51,0.0,0.0,3.25,2.16,1,0,0,1,0.165
VILLA CORNU,7274.0,1908.0,144.0,7.55,0,3,3,0,0,0,0,13,0,0,0.262,0.262,0.41,0.0,0.0,0.0,0.0,1,0,0,0,0.0285
VILLA CORONEL OLMEDO,3719.0,1052.0,66.0,6.27,0,6,6,0,1,23,4,46,0,1,0.283,0.283,1.61,2.69,0.0,6.18,2.69,1,1,0,1,0.316
VILLA EL LIBERTADOR,58648.0,15082.0,2096.0,13.9,0,26,17,9,1,21,6,145,1,0,0.257,0.257,0.44,0.17,0.17,0.36,0.0,1,1,1,1,0.055
VILLA ESQUIU,834.0,224.0,18.0,8.04,0,4,4,0,1,7,1,0,0,0,0.269,0.269,4.8,6.656999999999986,0.0,8.39,0.0,1,1,0,1,0.7107
VILLA EUCARISTICA,1404.0,366.0,6.0,1.64,0,3,0,3,0,0,0,9,0,2,0.261,0.261,2.14,0.0,0.0,0.0,14.25,1,0,0,0,0.1485
VILLA GENERAL URQUIZA,6010.0,1524.0,261.0,17.13,0,6,3,3,1,12,4,45,0,2,0.254,0.254,1.0,1.66,0.0,2.0,3.33,1,1,0,1,0.1618
VILLA GRAN PARQUE,581.0,200.0,11.0,5.5,0,0,0,0,0,0,0,81,0,1,0.344,0.344,0.0,0.0,0.0,0.0,17.21,0,0,0,0,0.0
VILLA LA MERCED,1325.0,280.0,61.0,21.79,0,3,3,0,1,6,1,0,0,0,0.211,0.211,2.26,6.656999999999986,0.0,4.53,0.0,1,1,0,1,0.4629
VILLA MAFEKIN,1923.0,542.0,44.0,8.12,0,3,3,0,0,14,3,0,0,1,0.282,0.282,1.56,0.0,0.0,7.28,5.2,1,0,0,1,0.2431
VILLA MARTA,981.0,340.0,2.0,0.59,0,0,0,0,0,8,3,29,0,0,0.347,0.347,0.0,0.0,0.0,8.15,0.0,0,0,0,1,0.1509
VILLA MARTINEZ,3496.0,826.0,169.0,20.46,0,3,3,0,0,9,2,4,0,1,0.236,0.236,0.86,0.0,0.0,2.57,2.86,1,0,0,1,0.1073
VILLA PAEZ,4861.0,1428.0,105.0,7.35,0,7,4,3,1,12,4,140,0,1,0.294,0.294,1.44,2.06,0.0,2.47,2.06,1,1,0,1,0.2144
VILLA QUISQUIZACATE,1477.0,421.0,13.0,3.09,0,1,1,0,0,6,2,152,0,1,0.285,0.285,0.68,0.0,0.0,4.06,6.77,1,0,0,1,0.1224
VILLA RETIRO,910.0,258.0,16.0,6.2,0,6,3,3,0,3,2,53,0,1,0.284,0.284,4.8035,0.0,0.0,3.3,10.99,1,0,0,1,0.3944
VILLA REVOL,4327.0,1341.0,58.0,4.33,0,2,2,0,0,10,4,298,0,1,0.31,0.31,0.46,0.0,0.0,2.31,2.31,1,0,0,1,0.0747
VILLA REVOL ANEXO,876.0,258.0,31.0,12.02,0,1,1,0,0,6,5,16,1,0,0.295,0.295,1.14,0.0,1.5584999999999962,6.85,0.0,1,0,1,1,0.3171
VILLA RIVADAVIA,876.0,226.0,49.0,21.68,0,5,5,0,1,23,1,0,0,1,0.258,0.258,4.8035,6.656999999999986,0.0,24.0,11.42,1,1,0,1,1.0
VILLA RIVERA INDARTE,4473.0,1207.0,62.0,5.14,0,13,5,8,1,20,2,121,0,1,0.27,0.27,2.91,2.24,0.0,4.47,2.24,1,1,0,1,0.3595
VILLA SAN CARLOS,507.0,200.0,15.0,7.5,0,9,6,3,0,8,4,4,0,1,0.394,0.394,4.8035,0.0,0.0,15.78,19.72,1,0,0,1,0.6256
VILLA SAN ISIDRO,844.0,252.0,7.0,2.78,0,0,0,0,0,9,3,26,0,0,0.299,0.299,0.0,0.0,0.0,10.66,0.0,0,0,0,1,0.1974
VILLA SERRANA,1089.0,275.0,51.0,18.55,0,2,1,1,0,6,1,1,0,2,0.253,0.253,1.84,0.0,0.0,5.51,18.37,1,0,0,1,0.2297
VILLA SIBURU,1333.0,365.0,43.0,11.78,0,4,4,0,1,8,4,100,0,1,0.274,0.274,3.0,6.656999999999986,0.0,6.0,7.5,1,1,0,1,0.5415
VILLA SILVANO FUNES,925.0,274.0,15.0,5.47,0,0,0,0,0,22,7,28,0,1,0.296,0.296,0.0,0.0,0.0,23.78,10.81,0,0,0,1,0.4404
VILLA SOLFERINO,664.0,200.0,5.0,2.5,0,0,0,0,0,7,3,11,0,1,0.301,0.301,0.0,0.0,0.0,10.54,15.06,0,0,0,1,0.1952
VILLA UNION,4842.0,1232.0,212.0,17.21,0,4,4,0,1,16,2,8,0,1,0.254,0.254,0.83,2.07,0.0,3.3,2.07,1,1,0,1,0.1878
VILLA WARCALDE,624.0,200.0,20.0,10.0,0,3,0,3,0,5,1,10,0,0,0.321,0.321,4.8035,0.0,0.0,8.01,0.0,1,0,0,1,0.4817
VIVERO NORTE,1571.0,442.0,17.0,3.85,0,2,2,0,1,8,2,152,0,0,0.281,0.281,1.27,6.37,0.0,5.09,0.0,1,1,0,1,0.395
YAPEYU,25119.0,7218.0,426.0,5.9,0,8,8,0,1,6,2,30,0,1,0.287,0.287,0.32,0.4,0.0,0.24,0.4,1,1,0,1,0.04
YOFRE H,3578.0,1016.0,58.0,5.71,0,2,2,0,0,0,0,267,0,0,0.284,0.284,0.56,0.0,0.0,0.0,0.0,1,0,0,0,0.0389
YOFRE I,5262.0,1582.0,66.0,4.17,0,0,0,0,1,15,2,44,0,1,0.301,0.301,0.0,1.9,0.0,2.85,1.9,0,1,0,1,0.1162
YOFRE NORTE,6935.0,2180.0,60.0,2.75,0,9,4,5,0,18,4,46,0,1,0.314,0.314,1.3,0.0,0.0,2.6,1.44,1,0,0,1,0.1384
YOFRE SUD,5126.0,1543.0,55.0,3.56,0,3,3,0,0,12,3,321,0,1,0.301,0.301,0.59,0.0,0.0,2.34,1.95,1,0,0,1,0.0843
ZEPA,1061.0,255.0,36.0,14.12,0,4,4,0,1,5,3,10,1,2,0.24,0.24,3.77,6.656999999999986,1.5584999999999962,4.71,18.85,1,1,1,1,0.6822
