id,cueanexo,nombre,est_sector,est_ambito,est_domicilio,est_barrio,est_localidad,est_departamento,nivel,n_plan_estudio,lon,lat
1148,140447200,I.P.E.M. Nº 21 ALFONSINA STORNI,Estatal,Urbano,ATALIVA HERRERA Y COLECTORA,PARQUE LICEO 2DA. SECCION,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.1607,-31.3598
1149,140204600,ESCUELA JUANA EUFEMIA MAQUIEIRA DE ZAMBRUNO,Estatal,Urbano,MENDOZA 804,SUR,MARCOS JUAREZ,MARCOS JUAREZ,"[""1. Común - Primario""]",,-62.1045,-32.7024
1150,140447300,I.P.E.A. Nº 25 MARTIN MIGUEL DE GUEMES,Estatal,Rural Aglomerado,SARMIENTO S/N°,,VILLA ROSSI,PRESIDENTE ROQUE SAENZ PEÑA,"[""2. Común - Secundario""]","[""2. Técnico en producción agropecuaria""]",-63.2669,-34.297
1151,140447400,I.P.E.T. Nº 26 JUAN FILLOY,Estatal,Urbano,BELISARIO ROLDAN 535,ALBERDI,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller con formación profesional especializado"",""2. Bachiller orientado en ciencias sociales"",""2. Técnico en informática profesional y personal""]",-64.3353,-33.1368
1152,140447500,I.P.E.M. Nº 27. DR. RENE FAVALORO,Estatal,Urbano,11 DE NOVIEMBRE 1150,SAN ANTONIO DE PADUA,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en educación física"",""2. Bachiller en Informática""]",-64.3559,-33.1062
1153,140447501,I.P.E.M. Nº 27 DR. RENE FAVALORO ANEXO LA AGUADA,Estatal,Rural Disperso,PUBLICA,,LA AGUADA,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente""]",-64.6041,-32.9535
1154,140447600,I.P.E.M. Nº 28 VILLA DE LA CONCEPCION DEL RIO CUARTO,Estatal,Urbano,VENEZUELA 950,BANDA NORTE,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Artes Visuales"",""2. Bachiller en comunicación""]",-64.3182,-33.1083
1155,140447700,I.P.E.M. Nº 29 FELIPE GALIZIA,Estatal,Urbano,CERVANTES S/N,LAS QUINTAS,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-64.3666,-33.0959
1156,140447701,I.P.E.M. Nº 29 FELIPE GALIZIA ANEXO CHUCUL,Estatal,Rural Disperso,SAN MARTIN,,CHUCUL,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente""]",-64.1687,-33.0111
1157,140447800,I.P.E.M. Nº 32 ESTANCIA POTRERO DE GARAY,Estatal,Rural Aglomerado,LAS MONJITAS,,POTRERO DE GARAY,SANTA MARIA,"[""2. Común - Secundario""]","[""2. Bachiller en turismo""]",-64.5421,-31.7735
1158,140447900,I.P.E.A. Nº 33 HUMBERTO VOLANDO,Estatal,Urbano,BOULEVAR JOSE MARIA SALGUEIRO S/N°,,JAMES CRAIK,TERCERO ARRIBA,"[""2. Común - Secundario""]","[""2. Técnico en producción agropecuaria""]",-63.4669,-32.1592
1159,140448000,I.P.E.T. Nº 34 PEDRO CATTANEO,Estatal,Rural Aglomerado,CRUZ del EJE 481,,LAS ARRIAS,TULUMBA,"[""2. Común - Secundario""]","[""2. Técnico en Industria de los Alimentos""]",-63.5948,-30.3735
1160,140447203,I.P.E.M. Nº 21 ALFONSINA STORNI ANEXO PIT KEMPES,Estatal,Urbano,ATALIVA HERRERA y COLECTORA de CIRCUNVALACION,,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller orientado en ciencias sociales""]",-64.1618,-31.3593
1161,140446000,COLEGIO LA ALDEA DE PIAGET,Privado,Urbano,FRANCISCO DE TOLEDO 2175,AYACUCHO,CORDOBA,CAPITAL,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.1723,-31.3764
1162,140448001,I.P.E.T. N° 34 PEDRO CATTANEO- ANEXO ROSARIO DEL SALADILLO,Estatal,Rural Disperso,JAVIER GARCIA,,VILLA ROSARIO DEL SALADILLO,TULUMBA,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente""]",-63.4746,-30.4315
1163,140448100,I.P.E.M. Nº 7 PROF.CARLOS SEGRETI,Estatal,Urbano,JULIAN PAZ  1851,VILLA CABRERA,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en turismo"",""2. Bachiller orientado en ciencias sociales""]",-64.1935,-31.3911
1164,140448400,I.P.E.M. Nº 294 JESUS MARIA,Estatal,Urbano,TACUARI S/N°,17 DE OCTUBRE,JESUS MARIA,COLON,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación"",""2. Bachiller en Informática"",""2. Bachiller orientado en ciencias sociales""]",-64.0838,-30.9894
1165,140448403,I.P.E.M. Nº 294 JESUS MARIA ANEXO SANTA CATALINA,Estatal,Rural Disperso,CALLE PUBLICA,,SANTA CATALINA,TOTORAL,"[""2. Común - Secundario""]","[""2. Bachiller en Informática""]",-64.2333,-30.8706
1166,140449000,INSTITUTO B.A.C.(BACH. PARA ADULTOS A DISTANCIA),Privado,Urbano,SALTA 475,CENTRO,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.1765,-31.4122
1167,140451000,I.P.E.M. Nº 11 ALBERTO PIO AUGUSTO COGNIGNI,Estatal,Urbano,JUAN DE OLANO 2700,JOSE IGNACIO DIAZ 3º SECCION,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Artes Visuales""]",-64.1376,-31.4485
1168,140451100,I.P.E.M. Nº 9 DR. ERNESTO CHE GUEVARA,Estatal,Urbano,ALTO DE TALA  5721,SANTA ISABEL 2DA. SECCION,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller en comunicación""]",-64.2296,-31.4795
1169,140451200,I.P.E.M. Nº 3 GRAL. JUAN BAUTISTA BUSTOS,Estatal,Urbano,CELEDONIO FLORES 1426,PUEYRREDON,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller en turismo""]",-64.1482,-31.3942
1170,140451300,I.P.E.M.y T. Nº 24,Estatal,Urbano,JUJUY,MALVINAS ARGENTINAS II°SECCION,MALVINAS ARGENTINAS,COLON,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Maestro mayor de obras""]",-64.0538,-31.3806
1171,140453100,INSTITUTO PRIVADO PINCEN,Privado,Rural Disperso,FELIPA ROSALES S/Nº,,PINCEN,GENERAL ROCA,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente""]",-63.9178,-34.8379
1172,140454600,C.E.N.M.A. ANTONIO SOBRAL ,Estatal,Urbano,INTENDENTE FENOGLIO 344,SANTA RITA,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.3979,-34.1257
1173,140454603,C.E.N.M.A. ANTONIO SOBRAL ANEXO SEDE LABOULAYE,Estatal,Urbano,AVENIDA QUINTANA,BELGRANO,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.3869,-34.1185
1174,140454604,C.E.N.M.A. ANTONIO SOBRAL ANEXO BARRIO PUEYRREDON,Estatal,Urbano,GUILLERMO GRANT 198,PUEYRREDON,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.3806,-34.1287
1175,140448200,INST. SUP. DE CIENCIAS ECONOMICAS Y TECNOLOGIAS,Privado,Urbano,AV. COLON 4551,ALBERDI,CORDOBA,CAPITAL,"[""3. Común - Superior""]",,-64.2394,-31.3976
1176,140448300,INSTITUTO SUPERIOR CERVANTES,Privado,Urbano,BELGRANO 200,CENTRO,RIO CUARTO,RIO CUARTO,"[""3. Común - Superior""]",,-64.3463,-33.1238
1177,140454605,C.E.N.M.A. ANTONIO SOBRAL ANEXO LA CESIRA,Estatal,Rural Aglomerado,ALVEAR 220,CENTRO,LA CESIRA,PRESIDENTE ROQUE SAENZ PEÑA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-62.9775,-33.9519
1178,140454606,C.E.N.M.A. ANTONIO SOBRAL ANEXO MELO,Estatal,Rural Aglomerado,25 DE MAYO ,,MELO,PRESIDENTE ROQUE SAENZ PEÑA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.444,-34.3503
1179,140454607,C.E.N.M.A. ANTONIO SOBRAL ANEXO SERRANO,Estatal,Urbano,AVENIDA OSTENDORP,CENTRO,SERRANO,PRESIDENTE ROQUE SAENZ PEÑA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.5349,-34.4736
1180,140454700,I.P.E.A. N° 14 DR. CESAR CUESTAS CARNERO,Estatal,Urbano,EL CRESPIN 3747,GENERAL ARENALES,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller con formación profesional especializado"",""2. Bachiller orientado en ciencias sociales"",""2. Técnico en producción agropecuaria""]",-64.0609,-31.368
1181,140454800,INSTITUTO CINCO RIOS,Privado,Urbano,AV PADRE LUCHESSE KM 2,,VILLA ALLENDE,COLON,"[""2. Común - Secundario""]","[""2. Bachiller en Lenguas""]",-64.2328,-31.3029
1182,140455100,I.P.E.M.y T. Nº 23 LINO ENEA SPILIMBERGO,Estatal,Urbano,SPILIMBERGO 869,CENTRO,UNQUILLO,COLON,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Artes Visuales"",""2. Técnico en Industria de los Alimentos""]",-64.3174,-31.2277
1183,140455200,I.P.E.M. Nº 5 EVA PERON,Estatal,Urbano,GERMANIA 2665,YAPEYU,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.1495,-31.413
1184,140455400,I.P.E.T. Nº 22 JUAN FILLOY,Estatal,Urbano,DE LA CUECA,GUIÑAZU,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Maestro mayor de obras""]",-64.1814,-31.3153
1185,140455600,I.P.E.M. Nº 15 SANTIAGO AYALA,Estatal,Urbano,OBISPO CASTELLANO  1700,SAN VICENTE,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-64.1413,-31.4291
1186,140455900,INSTITUTO DON ORIONE,Privado,Urbano,JOSE BENITO COTTOLENGO 1955,SANTA ISABEL 1RA. SECCION,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en comunicación""]",-64.2354,-31.4758
1187,140456600,I.P.E.M.y T. Nº 30 EDUARDO SIMON NEMIROVSKY,Estatal,Urbano,AV 4 DE FEBRERO 625,VILLA INES,MONTECRISTO,RIO PRIMERO,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Técnico en Industria de los Alimentos""]",-63.9448,-31.3383
1188,140457200,INSTITUTO SECUNDARIO ESTEBAN ANCARANI,Privado,Rural Aglomerado,COLON ESQ.RIVADAVIA,,AUSONIA,GENERAL SAN MARTIN,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-63.246,-32.6625
1189,140457400,I.P.E.M. N° 305 AGRONOMO JORGE BLACQUE BELAIR,Estatal,Rural Aglomerado,25 DE MAYO S/N,,COSTASACATE,RIO SEGUNDO,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-63.7594,-31.6445
1190,140455300,INST. SUP. SAN MIGUEL,Privado,Urbano,JUAN HIPOLITO VIEYTES 400,ALTO ALBERDI,CORDOBA,CAPITAL,"[""3. Común - Superior""]",,-64.2146,-31.4117
1191,140455800,J.DE INF. JULIETA DELFINO,Privado,Urbano,INDEPENDENCIA 42,SANTA RITA,VILLA CARLOS PAZ,PUNILLA,"[""0. Común - Inicial""]",,-64.4805,-31.4085
1192,140457401,I.P.E.M. Nº 305 - ANEXO LAS HERAS,Estatal,Rural Disperso,CALLE PUBLICA S/N,,LAS HERAS,RIO PRIMERO,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente""]",-63.8942,-31.5457
1193,140457402,I.P.E.M. N° 305 AGRONOMO JORGE BLACQUE BELAIR ANEXO RINCON,Estatal,Rural Aglomerado,9 DE JULIO S/N,,RINCON,RIO SEGUNDO,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-63.614,-31.595
1194,140457800,INSTITUTO JORGE VOCOS LESCANO,Privado,Urbano,AV.ARMADA ARGENTINA 845,PARQUE LATINO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación""]",-64.2123,-31.4585
1195,140458200,INSTITUTO INTEGRAL MANUEL BELGRANO,Privado,Urbano,LUIS  BRAILE 2384,SARMIENTO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.1542,-31.4321
1196,140458400,INSTITUTO PTE. JOHN FITZGERALD KENNEDY,Privado,Rural Aglomerado,LIDORO CENTURION  324,,LAS PEÑAS,TOTORAL,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación""]",-64.0007,-30.5644
1197,140458600,INSTITUTO PUERTAS DEL SOL,Privado,Urbano,BUENOS AIRES 750,,ONCATIVO,RIO SEGUNDO,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-63.6887,-31.9184
1198,140462400,INSTITUTO DE MARIA,Privado,Urbano,DAVID LUQUE 560,GENERAL PAZ,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.1697,-31.4107
1199,140462600,I.P.E.T. N° 47 NORBERTO JOSE QUADRI,Estatal,Urbano,CORDOBA 1450,,CORRAL DE BUSTOS,MARCOS JUAREZ,"[""2. Común - Secundario""]","[""2. Técnico en equipos e instalaciones electromecánicas""]",-62.1983,-33.2805
1200,140464000,INSTITUTO PQUIAL. CRISTO REDENTOR,Privado,Urbano,JUSTINIANO POSSE 864,JARDIN,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación""]",-64.1835,-31.445
1201,140464400,INSTITUTO JULIETA DELFINO,Privado,Urbano,GOBERNADOR ALCORTA 189,SANTA RITA,VILLA CARLOS PAZ,PUNILLA,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación""]",-64.4794,-31.4058
1202,140464700,INSTITUTO DANTE ALIGHIERI,Privado,Urbano,LEOPOLDO LUGONES 341,CENTRO,LA FALDA,PUNILLA,"[""2. Común - Secundario""]","[""2. Bachiller en Lenguas""]",-64.4893,-31.0898
1203,140464800,INSTITUTO ANTONIO MIGUEL VALINOTTO,Privado,Rural Aglomerado,9 DE JULIO 582,,LUCA,GENERAL SAN MARTIN,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-63.4762,-32.541
1204,140465200,INSTITUTO SAN FRANCISCO DE ASIS,Privado,Urbano,VICTOR HUGO 885,BANDA NORTE,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.3382,-33.1027
1205,140465300,INSTITUTO PARROQUIAL NICOLAS PRINCIPI,Privado,Rural Aglomerado,GARCIA PUBILL 560,CENTRO,LAS VERTIENTES,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-64.5804,-33.2811
1206,140465600,INST. SUP. SAN IGNACIO (N.MEDIO DE ADULTOS),Privado,Urbano,AV. DUARTE QUIROS 1325/33 1325,PASO DE LOS ANDES,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller con orientación en ciencias sociales y humanidades""]",-64.2033,-31.4137
1207,140467700,INSTITUTO NUEVO SIGLO,Privado,Urbano,25 DE MAYO 1040,GENERAL PAZ,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.1688,-31.4157
1208,140467900,INSTITUTO LA PRIMERA ENSEÑANZA,Privado,Urbano,LA RIOJA 1276,ALBERDI,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.1994,-31.4062
1209,140468200,I.P.E.T. Nº 308,Estatal,Rural Aglomerado,Pbro.Paulino D.de Jesus Vaca Vallejo 78,,LUCIO V. MANSILLA,TULUMBA,"[""2. Común - Secundario""]","[""2. Técnico electricista""]",-64.7097,-29.8049
1210,140468300,I.P.E.A. Nº 306 DR. AMADEO SABATTINI,Estatal,Rural Aglomerado,TUPAC AMARU S/N°,,PASO VIEJO,CRUZ DEL EJE,"[""2. Común - Secundario""]","[""2. Bachiller orientado en ciencias sociales"",""2. Técnico en producción agropecuaria""]",-64.1242,-30.3954
1211,140468301,I.P.E.A. Nº 306 DR. AMADEO SABATTINI ANEXO PIT PARAJE EL QUICHO,Estatal,Rural Disperso,CALLE PUBLICA S/N,,SALSACATE,POCHO,"[""2. Común - Secundario""]","[""2. Bachiller orientado en ciencias sociales""]",-65.3919,-30.4608
1212,140470100,I.P.E.T. Nº 300 PLAZA MINETTI,Estatal,Urbano,SAN JUAN 778,,LUQUE,RIO SEGUNDO,"[""2. Común - Secundario""]","[""2. Maestro mayor de obras"",""2. Técnico en informática profesional y personal""]",-63.3473,-31.6511
1213,140470400,INST. C.E.D.(CENTRO DE ESTUDIOS A DISTANCIA),Privado,Urbano,INDEPENDENCIA 233,CENTRO,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller con orientación en economía y administración""]",-64.1941,-31.4117
1214,140470600,INSTITUTO EL CAMINANTE,Privado,Urbano,DEAN FUNES 1720,PARQUE NORTE,VILLA MARIA,GENERAL SAN MARTIN,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-63.2464,-32.3955
1215,140471700,I.P.E.M. Nº 296 AMANCIO WILLIAMS,Estatal,Urbano,ATILIO CATTANEO ,VILLA UNION,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.2711,-31.4307
1216,140471800,I.P.E.M. Nº 295 AGUSTIN TOSCO,Estatal,Urbano,RIO NEGRO 5800,VILLA EL LIBERTADOR,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Artes Visuales"",""2. Bachiller en Arte - Multimedia"",""2. Bachiller en educación física""]",-64.2247,-31.4802
1217,140472000,I.P.E.A.y M. Nº 307 PASO DEL LEON,Estatal,Urbano,LIBERTAD 250,,VILLA SARMIENTO,SAN ALBERTO,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Artes Visuales"",""2. Técnico en producción agropecuaria""]",-65.1946,-31.9368
1218,140472200,I.P.E.M. Nº 303 LIBERTADOR GENERAL SAN MARTIN,Estatal,Rural Aglomerado,CORRIENTES 138,,MATORRALES,RIO SEGUNDO,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-63.5089,-31.718
1219,140472201,I.P.E.M. Nº 303 LIBERTADOR GENERAL SAN MARTIN ANEXO COSTA ALEGRE,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,COSTA ALEGRE,RIO SEGUNDO,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-63.4498,-31.4986
1220,140472300,I.P.E.M. Nº 301 MALVINA ROSA QUIROGA,Estatal,Urbano,JAMAICA 901,RESIDENCIAL AMERICA,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en turismo""]",-64.1603,-31.3791
1221,140472400,I.P.E.M. Nº 304 JUAN CARLOS FERRERO,Estatal,Rural Disperso,SANTA ROSA 171,,COLONIA ALMADA,TERCERO ARRIBA,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Bachiller en informática""]",-63.8638,-32.0356
1222,140472600,I.P.E.M.y T. Nº 297 DR. RENE FAVALORO,Estatal,Urbano,3 DE JUNIO 2343,PATRICIOS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Técnico en Industria de los Alimentos""]",-64.139,-31.3727
1223,140472700,I.P.E.M. Nº302 ING. E. DUMESNIL,Estatal,Urbano,CHUBUT 750,DUMESNIL,LA CALERA,COLON,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en educación física"",""2. Bachiller orientado en ciencias sociales""]",-64.334,-31.3254
1224,140472800,I.P.E.M. Nº 10 ROMA,Estatal,Urbano,PADRE LOZANO 375,ALTO ALBERDI,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Informática"",""2. Bachiller en Robótica y Programación""]",-64.2179,-31.4102
1225,140470500,ESCUELA CIUDAD MALVINAS ARGENTINAS,Estatal,Urbano,AV. SAN MARTIN 600,MALVINAS ARGENTINAS,MALVINAS ARGENTINAS,COLON,"[""1. Común - Primario""]",,-64.0527,-31.3754
1226,140473000,INSTITUTO DEL ROSARIO,Privado,Urbano,BV.MARCELO T.DE ALVEAR 68,CENTRO,VILLA MARIA,GENERAL SAN MARTIN,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación"",""2. Bachiller en economía y administración""]",-63.2386,-32.4092
1227,140473300,INSTITUTO MUSICAL COLLEGIUM,Privado,Urbano,CASEROS 963,ALBERDI,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Música""]",-64.1977,-31.4147
1228,140473400,INSTITUTO SANTA TERESITA,Privado,Urbano,SAN JOSE 16,,BALNEARIA,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente""]",-62.6648,-31.0104
1229,140474100,INSTITUTO LEONARDO DA VINCI,Privado,Urbano,GLAUCE BALDOVIN,INDUSTRIAL,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.3665,-33.1563
1230,140475300,I.P.E.M. Nº 315  JOSE HERNANDEZ,Estatal,Urbano,JOSE HERNANDEZ 3088,COTTOLENGO,SAN FRANCISCO,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-62.0978,-31.4171
1231,140475500,ESCUELA SECUNDARIA JEAN PIAGET,Privado,Urbano,FRANCISCO DE TOLEDO 2175,AYACUCHO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.1723,-31.3764
1232,140475600,I.P.E.M. Nº 323 SAN ANTONIO,Estatal,Urbano,AVENIDA CIUDAD DE VALPARAISO 9500,VILLA RIVADAVIA,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.1885,-31.495
1233,140475700,I.P.E.T. N° 314. LIBERTADOR GENERAL DON JOSE DE SAN MARTIN,Estatal,Urbano,GUEMES 1600,ALBERDI,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Maestro mayor de obras""]",-64.3172,-33.1365
1234,140475900,I.P.E.M.y T. N° 310 PUERTO ARGENTINO,Estatal,Urbano,SARGENTO RIOS,INAUDI,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en turismo"",""2. Técnico en equipos e instalaciones electromecánicas""]",-64.1925,-31.4749
1235,140476000,I.P.E.M. N° 316 EVA DUARTE DE PERON,Estatal,Urbano,ROMA,COLINAS,VILLA CARLOS PAZ,PUNILLA,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller orientado en ciencias sociales""]",-64.5246,-31.4149
1236,140476100,I.P.E.T. N° 318 COMBATE DE LA TABLADA,Estatal,Urbano,LA TABLADA 4861,VILLA URQUIZA,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Técnico en Industria de los Alimentos""]",-64.2405,-31.3911
1237,140476200,I.P.E.M. y T. Nº 319 - ROBERTO FONTANARROSA,Estatal,Urbano,RAMON VILLAFAÑE 2900,CERVECEROS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller con formación profesional especializado"",""2. Bachiller en educación física"",""2. Bachiller orientado en ciencias sociales"",""2. Técnico en equipos e instalaciones electromecánicas"",""2. Técnico en informática profesional y personal""]",-64.1579,-31.4628
1238,140476300,I.P.E.T. N° 322 MANUEL BELGRANO,Estatal,Urbano,RIVADAVIA ESQ. LIMA,VILLA DEL PARQUE,VILLA NUEVA,GENERAL SAN MARTIN,"[""2. Común - Secundario""]","[""2. Bachiller con formación profesional especializado"",""2. Bachiller orientado en ciencias sociales"",""2. Técnico en Industria de los Alimentos"",""2. Tecnico en Industrias de Procesos""]",-64.1242,-30.3954
1239,140478200,I.P.E.M. N° 311 PABLO GAITAN,Estatal,Urbano,USUAHIA 2150,CABILDO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Bachiller en turismo""]",-64.2353,-31.4814
1240,140478300,I.P.E.T. N° 321. BRIGADIER JUAN MANUEL DE ROSAS,Estatal,Urbano,SANTIBAÑEZ,SAN ROQUE,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Técnico en equipos e instalaciones electromecánicas""]",-64.2438,-31.4232
1241,140478700,I.P.E.M. Nº 320 JORGE CAFRUNE,Estatal,Urbano,RUTA 9 (S),PARQUE ITUZAINGO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.0919,-31.4761
1242,140478800,I.P.E.T. Nº 313 Dr. PABLO MIRIZZI ,Estatal,Urbano,AV.VIÑA DEL MAR 4910,MIRIZZI,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Maestro mayor de obras""]",-64.2071,-31.471
1243,140479000,I.P.E.M. Nº 309 PROFESOR CARLOS FUENTEALBA,Estatal,Urbano,MANZANA 40 - CALLE PUBLICA S/N°,V.I.P.R.O.,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación""]",-64.146,-31.4494
1244,140478100,ESCUELA ELENA AMALIA LOPEZ LALLANA (EX-S/N DE B° 1° DE MAYO),Estatal,Urbano,AGUSTIN GARZON 5600,1º DE MAYO,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.1136,-31.4274
