id,cueanexo,nombre,est_sector,est_ambito,est_domicilio,est_barrio,est_localidad,est_departamento,nivel,n_plan_estudio,lon,lat
2604,140114300,ESCUELA RICARDO GUTIERREZ,Estatal,Urbano,LEOPOLDO LUGONES 88,,TRANSITO,SAN JUSTO,"[""1. Común - Primario""]",,-63.1933,-31.4238
2605,140114400,ESCUELA DR. JUAN JOSE PASO,Estatal,Rural Aglomerado,CALLE PUBLICA,,LA TORDILLA O COLONIA LA TORDILLA,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.1228,-31.1904
2606,140114500,MAIPU,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA GENERAL DEHEZA,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.0444,-31.6306
2607,140114600,CECILIA GRIERSON,Estatal,Rural Aglomerado,CALLE PUBLICA S/N°,,LA TORDILLA O COLONIA LA TORDILLA,SAN JUSTO,"[""0. Común - Inicial""]",,-63.1259,-31.2953
2608,140112300,ESCUELA MANUELA CABRAL DE TERZAGA,Estatal,Rural Aglomerado,CALLE PUBLICA,,LA POBLACION,SAN JAVIER,"[""1. Común - Primario""]",,-65.0299,-32.068
2609,140112801,J.DE INF. MERCEDES DE SAN MARTIN-ANEXO DE VILLA DOLORES,Estatal,Urbano,CONSTITUCION NACIONAL 980,LA FERIA,VILLA DOLORES,SAN JAVIER,"[""0. Común - Inicial""]",,-65.2126,-31.9509
2610,140115000,GUILLERMO RAWSON,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,LOS QUEBRACHITOS,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.2164,-31.3118
2611,140115202,J. DE INF. RICARDO GUTIERREZ - ANEXO PLAZA BRUNO,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,PLAZA BRUNO,SAN JUSTO,"[""0. Común - Inicial""]",,-63.1843,-31.5384
2612,140115300,ESCUELA LIBERTADOR JOSE DE SAN MARTIN,Estatal,Rural Disperso,CALLE PUBLICA,,COLONIA MAUNIER CENTRO,SAN JUSTO,"[""1. Común - Primario""]",,-62.1299,-30.5906
2613,140115500,GABRIELA MISTRAL,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,CAMPO FICHETTI,RIO SEGUNDO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.3785,-31.7488
2614,140115700,9 DE JULIO,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,CAMPO BAUDIN,RIO SEGUNDO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.176,-31.7453
2615,140115900,ALMAFUERTE,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,CAMPO MARCHAND,RIO SEGUNDO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.2677,-31.5298
2616,140116100,ESCUELA DOLORES MOYANO DIAZ,Estatal,Urbano,25 DE MAYO 582,,LUQUE,RIO SEGUNDO,"[""1. Común - Primario""]",,-63.3485,-31.6464
2617,140116400,J.DE INF. DOLORES MOYANO DIAZ,Estatal,Urbano,25 DE MAYO 550,CENTRO,LUQUE,RIO SEGUNDO,"[""0. Común - Inicial""]",,-63.3488,-31.6463
2618,140116600,ESCUELA GENERAL JOSE DE SAN MARTIN,Estatal,Urbano,CORDOBA 649,,LUQUE,RIO SEGUNDO,"[""1. Común - Primario""]",,-63.3459,-31.6429
2619,140116700,J.DE INF. GRAL. SAN MARTIN,Estatal,Urbano,AVDA. CORDOBA 677,SAN IGNACIO,LUQUE,RIO SEGUNDO,"[""0. Común - Inicial""]",,-63.3457,-31.643
2620,140116800,ARTURO CAPDEVILA,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,CAMPO ASINARI,RIO SEGUNDO,"[""1. Común - Primario""]",,-63.3602,-31.581
2621,140117000,CARLOS FERNANDEZ ORDOÑEZ,Estatal,Urbano,CASABLANCA esq.ISLA VERDE S/N,SANTA ISABEL 2DA. SECCION,CORDOBA,CAPITAL,"[""0. Común - Inicial"",""1. Común - Primario"",""6. Jóvenes y Adultos - Primario""]",,-64.2286,-31.4791
2622,140117100,J.DE INF. PTE.DR.ARTURO UMBERTO ILLIA,Estatal,Urbano,TOTORAL S/N°,RESIDENCIAL SANTA ROSA,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2076,-31.4778
2623,140117600,CONSERVATORIO PROVINCIAL DE MUSICA ALBERTO GINASTERA,Estatal,Urbano,MONSEÑOR LINDOR FERREYRA 753,CENTRO,VILLA DEL ROSARIO,RIO SEGUNDO,"[""8. Artística""]",,-63.5349,-31.5524
2624,140117700,ESCUELA ESTANISLAO DEL CAMPO,Estatal,Rural Disperso,CALLE PUBLICA,,LOS CHAÑARITOS,RIO SEGUNDO,"[""1. Común - Primario""]",,-63.3265,-31.4031
2625,140118000,J.DE INF. NICOLAS AVELLANEDA,Estatal,Rural Aglomerado,9 DE JULIO S/N,,RINCON,RIO SEGUNDO,"[""0. Común - Inicial""]",,-63.6144,-31.5955
2626,140118100,J.DE INF. CNEL. JUAN PASCUAL PRINGLES,Estatal,Urbano,MARIANO MORENO 1230,,SANTIAGO TEMPLE,RIO SEGUNDO,"[""0. Común - Inicial""]",,-63.4187,-31.3854
2627,140118200,GUILLERMO MARTINEZ PIZARRO,Estatal,Rural Disperso,CALLE PUBLICA S/N,,CHAÑAR VIEJO,RIO SECO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.8521,-29.999
2628,140118300,HILARIO ASCASUBI,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,ESTANCIA MARULL,RIO SECO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.1422,-30.1845
2629,140118400,MARIA EVA BARIZONE,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,CAMPO GRANDE,RIO SECO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.5445,-30.0492
2630,140118600,GENERAL PAZ,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,LA CAÑADA,RIO SECO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.3579,-30.0745
2631,140117800,JOSE HERNANDEZ,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,COSTA DEL CARMEN,RIO SEGUNDO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.2734,-31.5075
2632,140116000,JUAN JOSE PASO,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,ARROYO DE ALVAREZ NRO 2,RIO SEGUNDO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.1536,-31.5895
2633,140118900,J.DE INF. CORONEL FRANCISCO DE BEDOYA,Estatal,Rural Aglomerado,CALLE PUBLICA S/N ,,RAYO CORTADO,RIO SECO,"[""0. Común - Inicial""]",,-63.8258,-30.0762
2634,140119000,ESCUELA ANTARTIDA ARGENTINA,Estatal,Rural Aglomerado,CORDOBA 301,,ARROYO ALGODON,GENERAL SAN MARTIN,"[""1. Común - Primario""]",,-63.1639,-32.2002
2635,140119100,ESCUELA MARTIN GUEMES,Estatal,Rural Disperso,PRESBISTERO ANTONIO CONRERO 24,,SILVIO PELLICO,GENERAL SAN MARTIN,"[""1. Común - Primario""]",,-62.9301,-32.25
2636,140119200,CONSTANCIO C. VIGIL,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,TIO PUJIO,GENERAL SAN MARTIN,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.462,-32.2913
2637,140119400,ALFONSINA STORNI,Estatal,Rural Disperso,CALLE PUBLICA S/N,,COLONIA SICK,MARCOS JUAREZ,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.2364,-33.3985
2638,140119500,J.DE INF. CARLOS GUIDO SPANO,Estatal,Urbano,LIBERTADOR GRAL. SAN MARTIN 687,CENTRO,VICUÑA MACKENNA,RIO CUARTO,"[""0. Común - Inicial""]",,-64.3888,-33.9162
2639,140119700,MARTIN MIGUEL DE GUEMES,Estatal,Rural Disperso,CALLE PUBLICA,,SOCONCHO,CALAMUCHITA,"[""1. Común - Primario""]",,-64.3795,-32.0547
2640,140120400,ESCUELA COSME ARGERICH,Estatal,Urbano,LAS AZUCENAS S/N,CENTRO,VILLA SANTA CRUZ DEL LAGO,PUNILLA,"[""1. Común - Primario""]",,-64.5184,-31.3754
2641,140120401,ESCUELA COSME ARGERICH ANEXO ESTANCIA VIEJA,Estatal,Rural Aglomerado,CALLE PUBLICA,,ESTANCIA VIEJA,PUNILLA,"[""1. Común - Primario""]",,-64.5164,-31.3792
2642,140120500,COLEGIO DANTE ALIGHIERI,Privado,Urbano,LEOPOLDO LUGONES 341,CENTRO,LA FALDA,PUNILLA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.4893,-31.0896
2643,140120700,ESC. ESP. P/DISC. AUDITIVOS DR. EMILIO G. MEINCKE,Estatal,Urbano,INGENIERO CASSAFOUSTH 1123,LAS PLAYAS,LA FALDA,PUNILLA,"[""4. Especial""]",,-64.4792,-31.1052
2644,140120800,ESCUELA MANUEL BELGRANO,Estatal,Urbano,FERNANDO ABRAMO 2545,GENERAL BELGRANO,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.1355,-31.3711
2645,140120900,J.DE INF. PROF. MARINA RAVIOLI,Estatal,Urbano,27 DE FEBRERO 2540,GENERAL BELGRANO,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.1357,-31.3707
2646,140118704,J.DE INF. CORONEL ARTURO HORACIO CARPANI COSTA ANEXO DE LA RINCONADA(E),Estatal,Rural Disperso,CALLE PUBLICA S/N°,,LA RINCONADA,RIO SECO,"[""0. Común - Inicial""]",,-62.9441,-30.1832
2647,140121200,J.DE INF. GENERAL MANUEL NICOLAS SAVIO,Estatal,Urbano,TUCUMAN 44,EL LIBERTADOR,RIO TERCERO,TERCERO ARRIBA,"[""0. Común - Inicial""]",,-64.1365,-32.169
2648,140121300,J.DE INF. JOSE MATIAS ZAPIOLA,Estatal,Urbano,DIEGO DE ROJAS 680,LAS VIOLETAS,RIO TERCERO,TERCERO ARRIBA,"[""0. Común - Inicial""]",,-64.1263,-32.166
2649,140121400,CONSERVATORIO SUPERIOR DE MUSICA JUAN JOSE CASTRO,Estatal,Urbano,DEAN FUNES 175,CENTRO,RIO TERCERO,TERCERO ARRIBA,"[""3. Común - Superior"",""8. Artística""]",,-64.1134,-32.1744
2650,140121500,J.DE INF. DR. FELIX VINUESA,Estatal,Urbano,RIO BERMEJO 1176,SARMIENTO,RIO TERCERO,TERCERO ARRIBA,"[""0. Común - Inicial""]",,-64.0959,-32.1799
2651,140121600,J.DE INF. ZOILA ACUÑA DE MARIN MAROTO,Estatal,Urbano,VIRREY DE VERTIZ 2134,MONTE GRANDE,RIO TERCERO,TERCERO ARRIBA,"[""0. Común - Inicial""]",,-64.1486,-32.1759
2652,140121700,J.DE INF. EMILIO F. OLMOS,Estatal,Urbano,LAS HERAS 325,,ONCATIVO,RIO SEGUNDO,"[""0. Común - Inicial""]",,-63.6789,-31.9127
2653,140121900,ESCUELA JOSE MARIA PAZ,Estatal,Urbano,25 DE MAYO 700,,ONCATIVO,RIO SEGUNDO,"[""1. Común - Primario""]",,-63.6846,-31.9151
2654,140122100,INST. DE ED. ESP. FRAY MAMERTO ESQUIU,Privado,Urbano,SARMIENTO 451,CENTRO,ONCATIVO,RIO SEGUNDO,"[""4. Especial""]",,-63.6871,-31.9128
2655,140122200,COLEGIO PUERTAS DEL SOL,Privado,Urbano,BUENOS AIRES 750,,ONCATIVO,RIO SEGUNDO,"[""1. Común - Primario""]",,-63.6887,-31.9184
2656,140122300,J.DE INF. JOSE MARIA PAZ,Estatal,Urbano,PEDERNERA 172,CENTRO,ONCATIVO,RIO SEGUNDO,"[""0. Común - Inicial""]",,-63.6846,-31.9154
2657,140122800,ESCUELA ARMANDO ROTULO,Estatal,Urbano,BERNARDO O'HIGGINS 1055,CERINO,RIO TERCERO,TERCERO ARRIBA,"[""1. Común - Primario""]",,-64.1215,-32.1557
2658,140122900,ESCUELA DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,RIO BERMEJO 1188,SARMIENTO,RIO TERCERO,TERCERO ARRIBA,"[""1. Común - Primario""]",,-64.0959,-32.1802
2659,140123000,ESCUELA MARTIN MIGUEL DE GUEMES,Estatal,Urbano,ELEAZAR GARZON 2828,PARQUE MONTE GRANDE,RIO TERCERO,TERCERO ARRIBA,"[""1. Común - Primario""]",,-64.1603,-32.1675
2660,140123100,J.DE INF. GENERAL MARTIN MIGUEL DE GUEMES,Estatal,Urbano,ELEAZAR GARZON 2830,PARQUE MONTE GRANDE,RIO TERCERO,TERCERO ARRIBA,"[""0. Común - Inicial""]",,-64.1603,-32.1675
2661,140123300,PAULA ALBARRACIN,Estatal,Rural Disperso,CALLE PUBLICA S/N,,SALTO NORTE,TERCERO ARRIBA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.2205,-32.1403
2662,140123400,C.E.N.P.A. CORRALITO,Estatal,Urbano,PABLO A. PIZZURNO 149,,CORRALITO,TERCERO ARRIBA,"[""6. Jóvenes y Adultos - Primario""]",,-64.1964,-32.0268
2663,140123500,J.DE INF. GENERAL JOSE DE SAN MARTIN,Estatal,Rural Aglomerado,ALBERDI,,CORRALITO,TERCERO ARRIBA,"[""0. Común - Inicial""]",,-64.1962,-32.0268
2664,140123700,ESCUELA JUAN BAUTISTA ALBERDI,Estatal,Rural Disperso,SANTA ROSA 171,,COLONIA ALMADA,TERCERO ARRIBA,"[""1. Común - Primario""]",,-63.8638,-32.0356
2665,140124100,ESCUELA LUCIANO ARGUELLO,Estatal,Rural Disperso,CALLE PUBLICA,,CERRO COLORADO,RIO SECO,"[""1. Común - Primario""]",,-63.9329,-30.0968
2666,140124200,ESCUELA PRIMERA JUNTA,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,ENCRUCIJADAS,RIO SECO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.3915,-30.1814
2667,140124400,J.DE INF. LUCIANO ARGUELLO (EX-NAC N° 170),Estatal,Rural Disperso,CALLE PUBLICA,,CERRO COLORADO,RIO SECO,"[""0. Común - Inicial""]",,-63.9329,-30.097
2668,140124600,J.DE INF. FEDERICO NEHER (EX-NAC N° 50),Estatal,Rural Disperso,CALLE PUBLICA S/N ,,SANTA ELENA,RIO SECO,"[""0. Común - Inicial""]",,-63.8449,-30.1155
2669,140133500,JOSE MARIA PAZ,Estatal,Rural Disperso,CALLE PUBLICA,,COTAGAITA,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.0706,-30.9177
2670,140124700,FRANCISCO NARCISO LAPRIDA,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,LA VICTORIA (E),RIO SECO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.4429,-30.1351
2671,140124800,ESCUELA CORONEL FRANCISCO DE BEDOYA,Estatal,Rural Aglomerado,CALLE PUBLICA S/N ,,RAYO CORTADO,RIO SECO,"[""1. Común - Primario""]",,-63.8258,-30.0762
2672,140125000,ESCUELA EJERCITO ARGENTINO,Estatal,Urbano,QUILMES,JARDIN DEL PILAR,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.1542,-31.4463
2673,140125100,GOBERNADOR BRIGADIER JUAN IGNACIO DE SAN MARTIN,Estatal,Urbano,PATAGONES 3200,JOSE HERNANDEZ,CORDOBA,CAPITAL,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.156,-31.4449
2674,140125200,J.DE INF. EJERCITO ARGENTINO,Estatal,Urbano,CHASCOMUS 3370,JARDIN DEL PILAR,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.1542,-31.4459
2675,140125500,J.DE INF. DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,JORGE R. ROSS 183,CENTRO,LA CARLOTA,JUAREZ CELMAN,"[""0. Común - Inicial""]",,-63.2946,-33.4204
2676,140125600,J.DE INF. BERNARDINO RIVADAVIA,Estatal,Urbano,EDELWEIS PAZ 546,,SANTA EUFEMIA,JUAREZ CELMAN,"[""0. Común - Inicial""]",,-63.286,-33.176
2677,140125700,ESCUELA BERNADINO RIVADAVIA,Estatal,Urbano,EDELWEIS PAZ 572,,SANTA EUFEMIA,JUAREZ CELMAN,"[""1. Común - Primario""]",,-63.2858,-33.1763
2678,140125800,ESCUELA BELISARIO ROLDAN,Estatal,Urbano,SARMIENTO 626,,SANTA EUFEMIA,JUAREZ CELMAN,"[""1. Común - Primario""]",,-63.279,-33.1763
2679,140125900,COMANDANTE ANDRESITO,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA CAMPO ALBANO,JUAREZ CELMAN,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.1411,-33.2895
2680,140126100,J.DE INF. CABILDANTES DE LA CARLOTA,Estatal,Urbano,SARMIENTO 1635,PUNTA DEL SAUCE,LA CARLOTA,JUAREZ CELMAN,"[""0. Común - Inicial""]",,-63.3069,-33.4184
2681,140126300,J.DE INF. RAUL ANGEL FERREYRA,Estatal,Urbano,CALLE PUBLICA S/N°,S.E.P.,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.1632,-31.4598
2682,140126400,J.DE INF. FEDERICO FRÖEBEL,Estatal,Urbano,PAMPAYASTA  2176,OÑA,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.1659,-31.4496
2683,140126800,ESC.ESP. BLANCA ESTELA FEIT,Estatal,Urbano,AV. DON BOSCO 3950,LAS PALMAS,CORDOBA,CAPITAL,"[""4. Especial""]",,-64.2348,-31.4076
2684,140126900,ESC. ESP. Y FORM.LABORAL Nº 19 BEATRIZ.A.MARTINEZ ALLIO,Estatal,Urbano,MAESTRO MARCELO LOPEZ 2620,CIUDAD UNIVERSITARIA,CORDOBA,CAPITAL,"[""4. Especial""]",,-64.1935,-31.4409
2685,140127100,J.DE INF. SANTIAGO DE LAS CARRERAS,Estatal,Urbano,DAVID LUQUE 149,GENERAL PAZ,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.1683,-31.4148
2686,140127200,ESCUELA SANTIAGO DE LAS CARRERAS,Estatal,Urbano,AV. 24 DE SETIEMBRE 1088,GENERAL PAZ,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.1686,-31.4145
2687,140127300,COLEGIO ESCUELAS PIAS,Privado,Urbano,AV. 24 DE SETIEMBRE 1265,GENERAL PAZ,CORDOBA,CAPITAL,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.1665,-31.4139
2688,140127400,INST. DE ED. ESP. EL SOL,Privado,Urbano,JOSE COLOMBRES 938,SAN MARTIN,CORDOBA,CAPITAL,"[""4. Especial""]",,-64.1952,-31.3945
2689,140127500,J.DE INF. MAHATMA GANDHI,Estatal,Urbano,SALTA S/N°,SUR,RIO PRIMERO,RIO PRIMERO,"[""0. Común - Inicial""]",,-64.2083,-31.3747
2690,140127502,J.DE INF. MAHATMA GANDHI-ANEXO DE CAÑADA DE MACHADO,Estatal,Rural Disperso,CALLE Nº 12 S/Nº,,CAÑADA DE MACHADO,RIO PRIMERO,"[""0. Común - Inicial""]",,-63.5857,-31.4298
2691,140127700,J.DE INF. GOBERNADOR EMILIO F. OLMOS,Estatal,Urbano,AV FUERZA AEREA ARGENTINA 2229,PARQUE CAPITAL,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2188,-31.4308
2692,140127800,ESCUELA ESPECIAL JULIAN CARBALLO,Estatal,Urbano,SAN MARTIN 927,,LA CARLOTA,JUAREZ CELMAN,"[""4. Especial""]",,-63.2994,-33.4282
2693,140127801,ESCUELA ESPECIAL JULIAN CARBALLO - ANEXO ALEJANDRO ROCA -,Estatal,Urbano,EDUARDO DUFFY 23,,ALEJANDRO ROCA,JUAREZ CELMAN,"[""4. Especial""]",,-63.7177,-31.3729
2694,140127900,ESCUELA CABILDANTES DE LA CARLOTA,Estatal,Urbano,FANFARRIA ALTO PERU 205,PUNTA DEL SAUCE,LA CARLOTA,JUAREZ CELMAN,"[""1. Común - Primario""]",,-63.3075,-33.4188
2695,140128000,J.DE INF. CNEL. VICTORINO ORDOÑEZ,Estatal,Urbano,OLMOS 1250,CENTRAL ARGENTINO,LA CARLOTA,JUAREZ CELMAN,"[""0. Común - Inicial""]",,-63.2982,-33.4323
2696,140128100,J.DE INF. DOMINGO FAUSTINO SARMIENTO,Estatal,Rural Aglomerado,BUENOS AIRES 220,,LOS CISNES,JUAREZ CELMAN,"[""0. Común - Inicial""]",,-63.472,-33.398
2697,140128300,ESCUELA MARIA TERESA BEDONI,Estatal,Urbano,JORGE R. ROSS 1234,CENTRAL ARGENTINO,LA CARLOTA,JUAREZ CELMAN,"[""1. Común - Primario""]",,-63.298,-33.4326
2698,140128400,ESCUELA DOMINGO FAUSTINO SARMIENTO,Estatal,Rural Aglomerado,SRITA  BERIDIANA BAIGORRI 229,,LOS CISNES,JUAREZ CELMAN,"[""1. Común - Primario""]",,-63.4718,-33.3982
2699,140128500,ESCUELA NOCTURNA MANUEL FERREYRA,Estatal,Urbano,VELEZ SARSFIELD 651,CENTRO,LA CARLOTA,JUAREZ CELMAN,"[""6. Jóvenes y Adultos - Primario""]",,-63.2933,-33.419
2700,140128800,ORTIZ DE OCAMPO,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,BARRETO,JUAREZ CELMAN,"[""1. Común - Primario""]",,-63.301,-33.3483
2701,140129200,ESCUELA JUAN ZORRILLA DE SAN MARTIN,Estatal,Urbano,JOSE ESTEBAN BUSTOS 1875,CERRO DE LAS ROSAS,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.2348,-31.3729
2702,140129300,ESCUELA PRIMERA JUNTA,Estatal,Urbano,CLAUDIO DE ARREDONDO 4446,VILLA CENTENARIO,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.2311,-31.364
2703,140129400,J.DE INF. PRIMERA JUNTA,Estatal,Urbano,GOBERNADOR ORTIZ DE OCAMPO 4445,VILLA CENTENARIO,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2303,-31.3636
2704,140129500,ESCUELA NOCTURNA FRAY JUSTO SANTA MARIA DE ORO,Estatal,Urbano,PEDERNERA 952,SAN VICENTE,CORDOBA,CAPITAL,"[""6. Jóvenes y Adultos - Primario""]",,-64.1388,-31.4206
2705,140129600,J.DE INF. GRECIA,Estatal,Urbano,OBISPO MALDONADO 3450,SAN VICENTE,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.1395,-31.4198
2706,140129700,J.DE INF. GENERAL MARTIN GUEMES,Estatal,Urbano,CHICLANA ESQ. SOLARES,MULLER,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.1403,-31.4121
2707,140129800,COLEGIO SAN ANTONIO DE PADUA,Privado,Urbano,SAN JERONIMO 2051,SAN VICENTE,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.1573,-31.4225
2708,140130000,ESCUELA MAESTRA JUANA J. DE CHELI,Estatal,Urbano,PAVON S/N,NORTE,VILLA HUIDOBRO,GENERAL ROCA,"[""1. Común - Primario""]",,-64.5847,-34.8344
2709,140130100,ESCUELA JOSE MARIA PAZ,Estatal,Rural Aglomerado,AVENIDA MANNY,,HIPOLITO BOUCHARD,GENERAL ROCA,"[""1. Común - Primario""]",,-63.5085,-34.7242
2710,140130200,ESCUELA JOSE MARIA BEDOYA,Estatal,Urbano,AGUSTIN GARZON 2738,SAN VICENTE,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.149,-31.4255
2711,140130400,ESCUELA JOSE MARIA PAZ,Estatal,Rural Disperso,CALLE PUBLICA,,CHACRAS NORTE,RIO PRIMERO,"[""1. Común - Primario""]",,-63.6905,-31.4043
2712,140130700,C.E.N.P.A. MYRIAM HAYQUEL DE ANDRES,Estatal,Urbano,12 DE OCTUBRE 115,CENTRO,RIO PRIMERO,RIO PRIMERO,"[""6. Jóvenes y Adultos - Primario""]",,-63.6193,-31.3317
2713,140132700,FRAY MAMERTO ESQUIU,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,COLONIA DOS HERMANOS NORTE,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.0718,-30.5823
2714,140213900,J.DE INF. MAHATMA GANDHI,Estatal,Urbano,CURUPAYTI 3264,LA FRANCE,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2083,-31.3742
2715,140131400,ESCUELA FLORENTINO AMEGHINO,Estatal,Urbano,SAN JUAN 1794,FLORENTINO AMEGHINO,VILLA MARIA,GENERAL SAN MARTIN,"[""1. Común - Primario""]",,-63.2381,-32.4035
2716,140131600,J.DE INF. JAVIER LASCANO COLODRERO,Estatal,Urbano,RAIMUNDO CAPARROZ 7347,ARGUELLO,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2588,-31.3355
2717,140131700,SAUL TABORDA,Estatal,Urbano,COQUENA 7985,VILLA 9 DE JULIO,CORDOBA,CAPITAL,"[""0. Común - Inicial"",""1. Común - Primario"",""6. Jóvenes y Adultos - Primario""]",,-64.2737,-31.3288
2718,140131701,SAUL TABORDA ANEXO CENTRO VECINAL VILLA SERRANA,Estatal,Urbano,CHIMU S/N°,VILLA SERRANA,CORDOBA,CAPITAL,"[""6. Jóvenes y Adultos - Primario""]",,-64.2787,-31.3301
2719,140131800,ESCUELA NOCTURNA DOMINGO F. SARMIENTO,Estatal,Urbano,POZO DE LA LOMA 7309,ARGUELLO,CORDOBA,CAPITAL,"[""6. Jóvenes y Adultos - Primario""]",,-64.2583,-31.3355
2720,140131900,LORENZO SUAREZ DE FIGUEROA,Estatal,Rural Disperso,CALLE PUBLICA,,NO FIGURA EN TABLA,GENERAL SAN MARTIN,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.3052,-32.4493
2721,140132000,J.DE INF. FEDERICO FROEBEL,Estatal,Urbano,DEAN FUNES 1250,CENTRO,VILLA NUEVA,GENERAL SAN MARTIN,"[""0. Común - Inicial""]",,-63.2508,-32.4371
2722,140132001,J.DE INF. FEDERICO FROEBEL ANEXO 01,Estatal,Urbano,LOS ARRAYANES 152,CTALAMOCHITA,VILLA NUEVA,GENERAL SAN MARTIN,"[""0. Común - Inicial""]",,-63.226,-32.4428
2723,140132100,ESCUELA ANTONIO SOBRAL,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA MILESSI,SAN JUSTO,"[""1. Común - Primario""]",,-62.059,-30.7829
2724,140132200,J.DE INF. ANTONIO SOBRAL,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA MILESSI,SAN JUSTO,"[""0. Común - Inicial""]",,-62.059,-30.7829
2725,140132300,ESCUELA DOMINGO FAUSTINO SARMIENTO,Estatal,Rural Disperso,CALLE PUBLICA,,COLONIA 10 DE JULIO,SAN JUSTO,"[""1. Común - Primario""]",,-62.113,-30.5266
2726,140132400,ESCUELA LISANDRO DE LA TORRE,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA DOS HERMANOS,SAN JUSTO,"[""1. Común - Primario""]",,-62.0323,-30.6259
2727,140132500,LIBERTADOR JORGE WASHINGTON,Estatal,Rural Disperso,CALLE PUBLICA S/N°,ZONA RURAL,COLONIA MAUNIER NORTE,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.1735,-30.5466
2728,140132600,LEANDRO N. ALEM,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,COLONIA MAUNIER SUR,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.1201,-30.6906
